,City,Lat,Lon,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
287,Mount Isa,-20.73,139.5,51.8,37,0,3.36,AU,1595450659
288,Laguna,38.42,-121.42,82.99,39,1,12.75,US,1595450659
289,Neiafu,-18.65,-173.98,75.2,78,75,14.92,TO,1595450659
290,Santa Marta,11.24,-74.2,86.0,79,75,10.29,CO,1595450589
291,Nemuro,43.32,145.57,59.86,98,100,11.1,JP,1595450660
292,Arkhangel’skoye,55.85,35.33,51.01,87,85,7.9,RU,1595450660
293,Ayan,56.45,138.17,52.41,90,100,11.01,RU,1595450660
294,Mahébourg,-20.41,57.7,69.8,52,75,16.11,MU,1595450660
295,La Crosse,43.8,-91.24,73.4,53,90,10.29,US,1595450660
296,Yatou,37.15,122.38,70.0,95,100,21.5,CN,1595450661
297,Chui,-33.7,-53.46,64.4,97,100,5.88,UY,1595450661
298,Poopó,-18.37,-66.97,57.7,27,0,6.4,BO,1595450661
299,Jaca,42.57,-0.55,77.0,62,8,3.09,ES,1595450661
300,Walvis Bay,-22.96,14.51,71.6,29,0,11.41,NA,1595450661
301,Terney,45.05,136.61,62.24,91,100,3.83,RU,1595450661
302,Carutapera,-1.2,-46.02,78.96,80,15,7.67,BR,1595450661
303,Baoqing,46.33,132.21,69.08,82,98,2.46,CN,1595450662
304,Vardø,70.37,31.11,48.2,100,90,31.09,NO,1595450662
305,Vallenar,-28.57,-70.76,59.58,44,16,7.11,CL,1595450662
306,Klaksvík,62.23,-6.59,50.0,87,100,4.7,FO,1595450662
307,Caborca,30.58,-111.1,95.0,44,79,1.99,MX,1595450662
308,Kutum,14.2,24.67,74.44,68,67,21.16,SD,1595450662
309,Sol'-Iletsk,51.16,54.99,61.86,87,84,5.88,RU,1595450662
310,Pacific Grove,36.62,-121.92,71.01,56,40,14.99,US,1595450369
311,Dali,25.7,100.18,63.82,86,100,4.12,CN,1595450663
312,São João da Barra,-21.64,-41.05,77.0,69,0,11.41,BR,1595450663
313,Cayenne,4.93,-52.33,77.0,94,96,3.36,GF,1595450663
314,Trairi,-3.28,-39.27,77.54,71,19,10.67,BR,1595450432
315,Wattegama,6.8,81.48,77.02,83,87,8.19,LK,1595450663
316,Nicoya,10.15,-85.45,86.0,74,75,9.17,CR,1595450663
317,Napier City,-39.48,176.92,57.0,45,6,8.01,NZ,1595450663
318,Ginir,7.13,40.7,59.32,87,78,11.01,ET,1595450663
319,Mirpur Mathelo,28.02,69.55,93.4,47,0,7.99,PK,1595450664
320,Kavaratti,10.57,72.64,81.79,81,71,12.35,IN,1595450664
321,Davila,18.47,120.58,82.08,81,63,5.59,PH,1595450754
322,San Miguel de Cozumel,20.51,-86.95,86.0,74,75,7.29,MX,1595450664
323,Tautira,-17.73,-149.15,82.4,61,20,3.36,PF,1595450664
324,San Jose,37.34,-121.89,82.0,41,20,5.06,US,1595450385
325,Griffith,41.53,-87.42,88.0,66,40,6.93,US,1595450521
326,Ossora,59.24,163.07,54.68,57,90,3.2,RU,1595450665
327,Mitú,1.2,-70.17,82.85,66,47,1.97,CO,1595450400
328,Necochea,-38.55,-58.74,48.0,98,100,21.0,AR,1595450755
329,Battle Creek,42.32,-85.18,84.0,65,40,11.41,US,1595450665
330,Igurubi,-4.0,33.7,68.36,47,51,4.63,TZ,1595450665
331,Bījār,35.87,47.61,64.65,57,1,4.14,IR,1595450665
332,Hailar,49.2,119.7,64.31,80,8,7.2,CN,1595450390
333,Blackwater,-23.58,148.88,56.12,89,93,7.14,AU,1595450666
334,Oudtshoorn,-33.59,22.2,50.0,100,0,5.82,ZA,1595450666
335,Yarmouth,41.71,-70.23,82.4,61,1,6.93,US,1595450666
336,Barcelos,41.54,-8.62,78.01,88,0,3.36,PT,1595450666
337,Odienné,9.51,-7.57,73.42,91,100,2.75,CI,1595450666
338,Esso,55.93,158.7,49.23,70,96,3.96,RU,1595450666
339,Muroto-misakicho,33.28,134.15,78.46,86,94,2.06,JP,1595450173
340,Itoman,26.12,127.67,82.4,83,75,4.7,JP,1595450567
341,Purpe,64.48,76.69,53.01,81,41,5.01,RU,1595450667
342,Manggar,-2.88,108.27,79.0,87,100,10.8,ID,1595450667
343,Quatre Cocos,-20.21,57.76,69.8,52,75,16.11,MU,1595450667
344,Mīnāb,27.15,57.08,91.4,66,20,4.7,IR,1595450667
345,Clonakilty,51.62,-8.87,59.0,87,75,8.05,IE,1595450667
346,Vila Franca do Campo,37.72,-25.43,69.8,64,40,6.93,PT,1595450757
347,Ucluelet,48.93,-125.55,61.0,93,90,5.82,CA,1595450757
348,Srandakan,-7.94,110.25,74.75,87,97,5.88,ID,1595450668
349,Dulce Nombre de Culmí,15.1,-85.53,87.64,50,31,3.4,HN,1595450668
350,Voinka,45.87,33.99,71.64,54,0,10.98,UA,1595450668
351,Egvekinot,66.32,-179.17,55.9,60,74,3.87,RU,1595450668
352,Riyadh,24.69,46.72,96.8,28,55,16.11,SA,1595450622
353,Mayo,38.89,-76.51,88.0,70,1,11.41,US,1595450489
354,Longkou,37.65,120.33,72.25,92,100,22.64,CN,1595450669
355,Cururupu,-1.83,-44.87,77.88,76,0,3.98,BR,1595450669
356,Baykit,61.67,96.37,54.84,81,99,2.86,RU,1595450669
357,Płock,52.55,19.71,57.2,67,5,5.82,PL,1595450669
358,Sibu,2.3,111.82,77.0,94,40,5.82,MY,1595450669
359,Belmonte,-15.86,-38.88,75.2,57,0,5.82,BR,1595450669
360,Abu Kamal,34.45,40.92,90.01,17,0,9.48,SY,1595450670
361,Saýat,38.78,63.88,84.2,39,0,4.7,TM,1595450168
362,Saint-Pierre,-21.34,55.48,68.0,64,90,9.17,RE,1595450759
363,Hudiksvall,61.73,17.1,52.83,62,7,13.33,SE,1595450670
364,Idlib,35.93,36.63,80.6,83,0,20.8,SY,1595450670
365,Alma,48.55,-71.65,82.4,78,75,2.24,CA,1595450670
366,Pedernales,18.04,-71.74,91.4,66,40,17.22,DO,1595450670
367,Chapais,49.78,-74.85,73.4,49,90,4.7,CA,1595450760
368,Corpus Christi,27.8,-97.4,96.8,47,40,11.41,US,1595450471
369,Encarnación,-27.33,-55.9,82.4,42,100,3.36,PY,1595450671
370,Marawi,8.0,124.29,75.0,90,100,5.01,PH,1595450671
371,Geraldton,-28.77,114.6,62.6,88,75,13.87,AU,1595450671
372,Calbuco,-41.77,-73.13,53.6,46,77,5.82,CL,1595450671
373,Carroll,39.55,-77.02,75.2,94,90,5.82,US,1595450672
374,Quimper,48.0,-4.1,68.0,60,95,5.82,FR,1595450672
375,Djambala,-2.54,14.75,75.83,57,90,3.96,CG,1595450672
376,Prince Albert,53.2,-105.77,82.4,48,75,18.34,CA,1595450525
377,La Ronge,55.1,-105.28,78.8,57,75,9.17,CA,1595450672
378,São Filipe,14.9,-24.5,78.39,85,99,7.92,CV,1595450762
379,Campo Maior,-4.83,-42.17,82.6,35,0,2.64,BR,1595450672
380,Aktau,43.65,51.2,73.4,78,92,6.71,KZ,1595450673
381,Fort Nelson,58.81,-122.7,60.8,82,90,8.05,CA,1595450673
382,Nicholasville,37.88,-84.57,88.0,58,40,12.75,US,1595450467
383,Eenhana,-17.47,16.33,60.8,37,0,2.24,NA,1595450763
384,Labuhan,-6.88,112.21,75.22,86,49,7.47,ID,1595450673
385,Porto-Novo,6.5,2.6,77.0,94,40,9.17,BJ,1595450673
386,Muros,42.78,-9.06,75.99,66,0,5.99,ES,1595450674
387,Turbat,26.0,63.04,84.07,70,54,8.01,PK,1595450674
388,Alofi,-19.06,-169.92,75.2,94,75,8.05,NU,1595450178
389,Kieta,-6.22,155.63,79.88,77,74,5.1,PG,1595450674
390,Atar,20.52,-13.05,99.86,20,63,4.25,MR,1595450674
391,Burlatskoye,45.06,43.63,72.81,54,14,8.08,RU,1595450674
392,Ipixuna,-1.76,-48.8,82.4,78,40,5.82,BR,1595450177
393,Mahibadhoo,3.78,72.97,82.83,76,81,20.27,MV,1595450674
394,Dolores,-36.31,-57.68,56.66,97,100,9.06,AR,1595450675
395,Buritis,-15.62,-46.42,75.09,36,0,4.25,BR,1595450534
396,Coralville,41.68,-91.58,82.4,51,40,9.17,US,1595450409
397,George,-33.96,22.46,50.0,100,0,5.82,ZA,1595450675
398,Paka,4.64,103.44,77.0,100,73,4.07,MY,1595450675
399,Puerto Ayacucho,5.66,-67.62,84.2,66,40,4.7,VE,1595450675
400,Hofn,64.25,-15.21,50.58,81,95,9.28,IS,1595450675
401,Khandyga,62.67,135.6,62.78,63,0,0.94,RU,1595450676
402,Mandalgovi,45.76,106.27,75.51,36,100,15.7,MN,1595450376
403,Esperantina,-3.9,-42.23,80.74,48,1,2.51,BR,1595450601
404,Ibrā’,22.69,58.53,79.65,74,85,9.98,OM,1595450676
405,Nara,34.69,135.8,79.0,83,75,4.7,JP,1595450591
406,Marystown,47.17,-55.15,64.65,67,100,16.44,CA,1595450676
407,Sadābād,27.45,78.05,83.01,69,49,3.62,IN,1595450676
408,Panguna,-6.32,155.48,70.56,94,66,2.37,PG,1595450677
409,Abonnema,4.71,6.79,75.54,89,19,5.39,NG,1595450677
410,Bilibino,68.05,166.44,71.53,38,99,3.65,RU,1595450532
411,Padang,-0.95,100.35,73.4,100,40,4.7,ID,1595450677
412,Sishui,35.65,117.28,73.99,94,99,10.36,CN,1595450677
413,Sabang,5.89,95.32,81.36,78,100,12.5,ID,1595450677
414,Henties Bay,-22.12,14.28,63.0,71,0,8.57,NA,1595450766
415,Batagay-Alyta,67.8,130.41,65.93,55,0,4.16,RU,1595450767
416,Japura,-0.32,102.35,72.99,92,53,1.72,ID,1595450678
417,Bara,10.37,10.73,77.32,80,100,6.4,NG,1595450678
418,Torbay,47.67,-52.73,73.4,49,75,17.22,CA,1595450544
419,Khasan,42.43,130.64,65.89,92,0,6.44,RU,1595450767
420,Nouadhibou,20.93,-17.03,73.4,78,18,17.22,MR,1595450679
421,Barberton,-25.79,31.05,53.6,76,0,11.41,ZA,1595450679
422,Kakching,24.48,93.98,71.2,96,100,1.43,IN,1595450679
423,Yabēlo,4.88,38.08,62.87,73,94,3.31,ET,1595450679
424,Nanortalik,60.14,-45.24,53.19,63,100,14.79,GL,1595450679
425,Marin,38.07,-122.73,71.6,60,1,8.99,US,1595450679
426,Faya,18.39,42.45,71.6,88,23,3.4,SA,1595450680
427,Lagoa,39.05,-27.98,69.75,71,0,2.86,PT,1595450680
428,Harlingen,26.19,-97.7,96.8,47,1,16.11,US,1595450536
429,Bonthe,7.53,-12.51,76.75,90,100,8.66,SL,1595450680
430,Shar,49.59,81.05,61.65,69,88,5.37,KZ,1595450769
431,Sola,-13.88,167.55,77.81,78,65,20.6,VU,1595450769
432,Oktyabr'skoye,43.06,44.74,68.0,77,90,2.53,RU,1595450680
433,Southport,53.65,-3.01,60.8,93,75,17.22,GB,1595450681
434,Villa Guerrero,18.87,-99.65,82.4,48,40,3.44,MX,1595450681
435,Pevek,69.7,170.31,52.79,53,100,11.86,RU,1595450770
436,Kosa,59.94,55.0,60.48,81,93,6.78,RU,1595450681
437,Kruisfontein,-34.0,24.73,54.86,52,0,3.47,ZA,1595450395
438,Losal,27.4,74.92,84.88,64,5,6.6,IN,1595450681
439,Ţahţā,26.77,31.5,84.47,24,2,9.01,EG,1595450770
440,Kushmurun,52.45,64.63,70.57,55,100,11.72,KZ,1595450681
441,Lucapa,-8.42,20.74,67.64,30,0,3.02,AO,1595450682
442,Mugumu,-1.85,34.7,67.57,49,78,0.56,TZ,1595450682
443,Sambava,-14.27,50.17,66.69,78,87,15.79,MG,1595450682
444,Smithers,54.78,-127.17,62.6,63,75,5.82,CA,1595450682
445,Waingapu,-9.66,120.26,71.8,80,50,9.8,ID,1595450771
446,Arrondissement de Beauvais,49.42,2.0,64.4,48,49,9.17,FR,1595450682
447,Goderich,43.75,-81.72,79.0,81,3,7.63,CA,1595450682
448,Aklavik,68.22,-135.01,50.0,61,75,5.82,CA,1595450526
449,West Wendover,40.74,-114.07,91.4,19,1,19.46,US,1595450683
450,Paldiski,59.36,24.05,60.01,67,40,18.34,EE,1595450683
451,Kholmogory,64.22,41.66,62.6,93,75,11.18,RU,1595450683
452,Puerto Madero,14.72,-92.42,87.8,70,40,11.41,MX,1595450683
453,Dumka,24.27,87.25,82.33,81,81,4.25,IN,1595450412
454,Wanning,18.8,110.4,80.62,82,0,6.08,CN,1595450683
455,Lompoc,34.64,-120.46,69.01,64,4,8.05,US,1595450772
456,Port Augusta,-32.5,137.77,32.0,86,90,4.7,AU,1595450684
457,Waipawa,-41.41,175.52,55.4,54,0,13.87,NZ,1595450431
458,Marsá Maţrūḩ,31.35,27.25,76.19,73,0,10.29,EG,1595450684
459,Carolina,18.38,-65.96,87.01,66,40,18.34,PR,1595450684
460,Coyhaique,-45.58,-72.07,33.8,80,75,4.7,CL,1595450684
461,Muhafazat Lahij,13.17,44.58,85.5,57,9,5.08,YE,1595450684
462,Byron Bay,-28.65,153.62,52.0,93,90,8.97,AU,1595450530
463,Saint Anthony,45.02,-93.22,69.01,64,90,6.93,US,1595450444
464,Tétouan,35.57,-5.37,75.2,88,0,2.24,MA,1595450685
465,Umluj,25.02,37.27,85.23,66,1,6.46,SA,1595450685
466,Pershotravneve,51.39,28.87,54.34,83,0,6.8,UA,1595450685
467,San Rafael,-34.62,-68.33,44.62,60,81,27.0,AR,1595450524
468,Senanga,-16.12,23.27,55.9,40,0,5.1,ZM,1595450685
469,Yārāda,17.65,83.27,82.4,88,90,4.7,IN,1595450774
470,Mackenzie,55.3,-123.17,68.0,60,1,5.82,CA,1595450686
471,Kungurtug,50.6,97.52,54.5,87,100,1.66,RU,1595450686
472,Gisborne,-38.65,178.0,57.0,45,0,8.01,NZ,1595450687
473,Woodstock,43.13,-80.75,82.99,69,75,13.87,CA,1595450637
474,Doha,25.29,51.53,98.01,63,0,8.05,QA,1595450521
475,Lilongwe,-13.97,33.79,56.95,67,1,5.7,MW,1595450687
476,Kenai,60.55,-151.26,57.2,82,90,3.36,US,1595450688
477,Nyimba,-14.56,30.81,60.01,65,0,6.98,ZM,1595450688
478,Taldan,53.67,124.8,59.61,68,100,6.96,RU,1595450688
479,Minggang,32.46,114.05,70.57,96,100,4.12,CN,1595450775
480,Pangnirtung,66.15,-65.71,48.2,100,90,11.41,CA,1595450688
481,Pavlovsk,50.46,40.11,60.94,85,0,10.42,RU,1595450688
482,Severobaykal'sk,55.65,109.32,54.84,90,100,3.44,RU,1595450688
483,Gumlā,23.05,84.55,75.33,84,100,6.29,IN,1595450689
484,Abadan,38.05,58.21,93.2,34,6,9.17,TM,1595450689
485,Orizona,-17.03,-48.3,72.72,41,0,6.33,BR,1595450689
486,Mabaruma,8.2,-59.78,81.66,77,57,5.84,GY,1595450776
487,Praia,14.92,-23.51,80.6,78,20,9.17,CV,1595450776
488,Fernley,39.61,-119.25,90.0,20,43,5.01,US,1595450689
489,Sūsangerd,31.56,48.18,93.2,46,0,6.93,IR,1595450689
490,Teya,60.38,92.63,53.04,93,100,0.96,RU,1595450689
491,Nome,64.5,-165.41,57.0,87,90,4.7,US,1595450690
492,Rabo de Peixe,37.8,-25.58,69.8,64,40,6.93,PT,1595450690
493,Oneonta,42.45,-75.06,79.0,71,89,4.0,US,1595450690
494,Pangai,-19.8,-174.35,75.2,60,20,5.82,TO,1595450690
495,Talakan,50.32,130.37,63.09,79,100,2.86,RU,1595450690
496,São José da Coroa Grande,-8.9,-35.15,74.64,77,13,9.73,BR,1595450690
497,Qasigiannguit,68.82,-51.19,55.4,50,40,3.36,GL,1595450690
498,Andilamena,-17.02,48.58,52.52,88,67,11.52,MG,1595450690
499,Yamada,39.47,141.95,70.56,87,79,3.33,JP,1595450691
500,Alta Floresta,-9.88,-56.09,90.07,27,0,3.29,BR,1595450691
501,Balkhash,46.84,74.98,70.56,66,0,10.65,KZ,1595450691
502,Benguela,-12.58,13.41,68.09,81,0,1.77,AO,1595450691
503,Benavente,42.0,-5.68,75.2,53,99,5.82,ES,1595450691
504,Edgewater,28.99,-80.9,87.8,66,40,14.99,US,1595450452
505,Diego de Almagro,-26.37,-70.05,60.22,41,0,9.73,CL,1595450691
506,Mudgee,-32.59,149.59,30.2,92,75,3.13,AU,1595450692
507,Hervey Bay,-25.3,152.85,57.99,95,100,14.0,AU,1595450692
508,Banda Aceh,5.56,95.32,77.65,80,100,10.09,ID,1595450392
509,Flekkefjord,58.3,6.66,55.99,76,1,13.0,NO,1595450692
510,Inhambane,-23.86,35.38,63.93,73,25,8.03,MZ,1595450692
511,Mananjary,-21.22,48.33,64.9,79,76,6.73,MG,1595450692
512,Husavik,66.04,-17.34,50.0,76,75,12.75,IS,1595450692
513,Slave Lake,55.28,-114.77,68.0,72,20,6.93,CA,1595450693
514,Fuerte Olimpo,-21.04,-57.87,85.39,33,0,4.59,PY,1595450693
515,Beyneu,45.32,55.2,76.78,49,0,8.63,KZ,1595450693
516,Hamilton,39.18,-84.53,73.4,100,75,3.36,US,1595450582
517,The Valley,18.22,-63.06,87.8,62,40,14.99,AI,1595450693
518,Dunedin,-45.87,170.5,39.99,79,3,4.0,NZ,1595450693
519,Schleiden,50.53,6.48,63.0,66,69,3.36,DE,1595450693
520,Bafra,41.57,35.91,73.99,42,0,7.0,TR,1595450693
521,Chimbote,-9.09,-78.58,65.32,71,2,10.87,PE,1595450694
522,Province of Mantua,45.17,10.78,78.8,61,40,5.82,IT,1595450694
523,Saskatoon,52.12,-106.63,88.0,40,75,21.92,CA,1595450675
524,Vicksburg,32.35,-90.88,93.2,59,20,6.93,US,1595450694
525,Xining,36.62,101.77,62.85,61,100,3.0,CN,1595450695
526,Opuwo,-18.06,13.84,58.33,34,0,8.75,NA,1595450695
527,Bereket,39.24,55.52,84.49,52,2,9.91,TM,1595450695
528,Maués,-3.38,-57.72,89.47,51,72,2.15,BR,1595450473
529,Riihimäki,60.74,24.78,55.4,71,75,10.29,FI,1595450695
530,Okhotsk,59.38,143.3,56.86,69,23,3.56,RU,1595450782
531,Yangshan,28.76,115.03,76.1,78,100,3.22,CN,1595450696
532,Kaduy,59.2,37.15,55.4,93,40,4.79,RU,1595450696
533,Port-Gentil,-0.72,8.78,76.24,81,52,12.55,GA,1595450696
534,Loukhi,66.08,33.04,57.97,88,48,7.67,RU,1595450696
535,College,64.86,-147.8,57.99,71,75,5.82,US,1595450782
536,Makakilo City,21.35,-158.09,82.4,69,1,10.29,US,1595450782
537,Lavrentiya,65.58,-171.0,51.15,58,0,4.7,RU,1595450696
538,Belize,17.25,-88.75,91.99,56,100,5.01,BZ,1595450697
539,Los Llanos de Aridane,28.66,-17.92,73.4,73,40,17.22,ES,1595450512
540,Termoli,41.99,14.99,75.99,64,0,4.21,IT,1595450697
541,Brenes,37.55,-5.87,84.99,54,1,11.41,ES,1595450697
542,Chitipa,-9.7,33.27,55.98,89,4,6.69,MW,1595450697
543,Krasavino,60.96,46.48,59.67,96,93,5.75,RU,1595450697
544,Merauke,-8.47,140.33,74.73,82,2,11.99,ID,1595450783
545,Margate,51.38,1.39,64.0,65,24,1.99,GB,1595450698
546,Mokrous,51.23,47.52,66.87,66,56,5.59,RU,1595450698
547,Vangaindrano,-23.35,47.6,63.36,69,87,3.53,MG,1595450698
548,Balaipungut,1.05,101.28,73.44,97,78,1.68,ID,1595450698
549,Hasaki,35.73,140.83,73.4,100,75,2.24,JP,1595450698
550,Bonavista,48.65,-53.11,65.44,64,84,1.41,CA,1595450699
551,Northam,51.03,-4.22,61.0,88,54,5.01,GB,1595450566
552,Antofagasta,-23.65,-70.4,59.0,72,40,14.99,CL,1595450573
553,Apiaí,-24.51,-48.84,62.83,75,61,2.77,BR,1595450661
554,Rapid Valley,44.06,-103.15,93.2,31,1,14.99,US,1595450699
555,Tullahoma,35.36,-86.21,91.4,58,1,5.82,US,1595450477
556,Ubaitaba,-14.31,-39.32,66.78,81,0,2.89,BR,1595450700
557,Rehnān,32.68,51.6,77.0,10,0,6.93,IR,1595450700
558,Sechura,-5.56,-80.82,74.03,56,7,16.98,PE,1595450700
559,Ortona,42.35,14.4,75.99,83,0,1.12,IT,1595450628
560,Isangel,-19.55,169.27,69.8,68,2,5.82,VU,1595450575
561,Saraland,30.82,-88.07,91.99,65,78,6.11,US,1595450700
562,Hūn,29.13,15.95,75.33,51,0,9.95,LY,1595450700
563,Pundaguitan,6.37,126.17,82.54,74,100,6.51,PH,1595450701
564,Kupino,54.37,77.3,57.97,87,0,5.23,RU,1595450701
565,Ukiah,39.15,-123.21,88.0,42,1,11.41,US,1595450519
566,Elko,41.0,-115.5,91.0,16,20,18.34,US,1595450701
567,Kousséri,12.08,15.03,78.03,74,100,12.84,CM,1595450701
568,Yulara,-25.24,130.99,41.0,80,0,8.05,AU,1595450702
569,Jalu,29.03,21.55,78.19,54,0,17.78,LY,1595450702
570,Shellbrook,53.22,-106.4,82.4,48,75,18.34,CA,1595450585
571,Shimoda,34.67,138.95,70.0,94,100,7.61,JP,1595450787
572,San Martín,-33.08,-68.47,46.4,70,75,6.93,AR,1595450702
573,Bashtanka,47.41,32.44,64.11,61,76,5.41,UA,1595450702
574,Verkhoyansk,67.54,133.38,72.82,45,33,7.94,RU,1595450703
575,Nyurba,63.28,118.33,57.02,89,77,6.2,RU,1595450703
576,Lorengau,-2.02,147.27,82.78,76,28,7.85,PG,1595450703
